source,concept,description
TQuAD Dataset,Aşık edebiyatının bütün tür ve nazım şekillerini bulmanın mümkün oldugu şiirleri kaç kıtayı aşkındır?,9000
TQuAD Dataset,9000 kıtayı aşkın şiirlerinde neleri bulmak mümkündür?,Aşık edebiyatının bütün tür ve nazım şekillerini
TQuAD Dataset,Şiirlerinde neyin tesiri görülür?,çocukluğunda aldığı dini kültürün
TQuAD Dataset,Şiirlerinde ayrıca neler geniş yer tutar?,vatan ve millet sevgisi
TQuAD Dataset,Falih Rıfkı ATAY kimdir ?,Yazar ve  gazetecidir.
TQuAD Dataset,İlk ve ortaöğrenimini nerede yapmıştır ?,Rehber-i Tahsil Mektebi’nde ve Mercan İdadisi’nde
TQuAD Dataset,Hangi fakülteyi bitirmiştir ?,Darülfünun Edebiyat Fakültesi’ni
TQuAD Dataset, Kaç yılında Babıali Dahiliye Nezaretinde katiplik yapmıştır ?,(1913)
TQuAD Dataset,Kaç yılında Bahriye Nezaretinde Hususi Kalem Müdür Muavinliği yapmıştır ?,(1917).
TQuAD Dataset,1913 yılında nerede çalışmıştır ?,Babıali Dahiliye Nezaretinde
TQuAD Dataset,Babıali Dahiliye Nezaretinde ne iş yapmıştır ?,katiplik 
TQuAD Dataset,1917 yılında nerede çalışmıştır ?,Bahriye Nezaretinde
TQuAD Dataset,Bahriye Nezaretinde ne iş yapmıştır ?,Hususi Kalem Müdür Muavinliği
TQuAD Dataset,Birinci Dünya Savaşı boyunca nerede bulunmuştur ?,Filistin ve Suriye’de
TQuAD Dataset,Birinci Dünya Savaşı boyunca kimin yanında bulunmuştur ?,Cemal Paşa’nın
TQuAD Dataset,Çarkçı Mektebi’nde ne iş yapmıştır ?,edebiyat hocalığı
TQuAD Dataset,gazeteciliğe ne zaman yönelmiştir ?,Savaştan sonra
TQuAD Dataset, Akşam  gazetesini kaç yılında çıkarmaya başlamıştır ?,(1918)
TQuAD Dataset,Akşam gazatesini kimlerle beraber çıkarmaya başlamıştır ?,"Necmeddin Sadak, A. Naci Karacan ve Kazım Şinası ile birlikte"
TQuAD Dataset,Akşam gazatesindeki yazılarında Milli Mücadele’yi desteklediği için nereye verildi ?,Divan-ı Harb’e
TQuAD Dataset,Divan-ı Harb’e neden verilmiştir ?,Milli Mücadele’yi desteklediğinden
TQuAD Dataset,ne zaman serbest bırakıldı ?,İnönü Savaş’ından sonra
TQuAD Dataset,Milli Mücadele’den sonra ikinci TBMM'ye ne  olarak girdi ?,Bolu milletvekili
TQuAD Dataset,Milletvekilliği kaç yılına kadar sürdü ?,1950 
TQuAD Dataset,1950 yılından sonra ne ile uğraştı ?,yalnız gazetecilik ve yazarlıkla
TQuAD Dataset,Falih Rıfkı Atay’ın ilk denemeleri nerede yayımlandı ?,Servet-i fünun dergisinde
TQuAD Dataset,Falih Rıfkı Atay’ın  ilk şiirleri  nerede yayımlandı ?,Tecelli ve Kadın dergilerinde
TQuAD Dataset,Gazete yazarlığına kaç yılında  başlamıştır ?, 1913
TQuAD Dataset,Gazete yazarlığına ne yazarak başladı ?,"Tanin’de İstanbul mektupları, ropörtaj ve makaleler"
TQuAD Dataset,fıkra yazarlığına nerede başlamıştır ?,Akşam gazetesinde
TQuAD Dataset,fıkra yazarlığını nerelerde sürdürmüştür ?,"Hakimiyeti milliye, Ulus, Milliyet ve kurucusu olduğu Dünya gazetesinde"
TQuAD Dataset,Falih Rıfkı ATAY  nasıl bir uslüba sahiptir?,"Kısa cümleli, sade, akıcı, aynı zamanda seçtiği kelimelerin çarpıcılığına büyük önem veren çekici"
TQuAD Dataset,Dünya gazetesini ne zaman kurmuştur ?,Demokrat Parti’nin iktidarından sonra
TQuAD Dataset,Falih Rıfkı ATAY ne zamandan sonra  aktifliğini kaybetti ?,1960
TQuAD Dataset,Falih Rıfkı ATAY Gençliğinde neyin tesirinde kalmıştır ?,Türkçülük ve Türkçecilik akımının 
TQuAD Dataset,nasıl bir tavırla Atatürk inkılapların savunmaya devam etmiştir ?,Batıcı
TQuAD Dataset,Batıcı bir tavırla neye devam etmiştir ?,Atatürk inkılapların savunmaya
TQuAD Dataset,Hüseyin Nihal Atsız kimdir ?,"fikir adamı, yazar, şair ve edebiyat tarihçisidir."
TQuAD Dataset,Hüseyin Nihal Atsız nerede doğmuştur ?,İstanbul'da
TQuAD Dataset,Hüseyin Nihal Atsız ne zaman doğmuştur ?,12 Ocak 1905
TQuAD Dataset,Hüseyin Nihal Atsız nerede ölmüştür ?,İstanbul'da
TQuAD Dataset,Hüseyin Nihal Atsız ne zaman ölmüştür ?,11 Aralık 1975
TQuAD Dataset,Baba tarafından nereye mensuptur ?,"Gümüşhane’ye bağlı Torul kazasının Midi köyündekı Çiftçioğulları ailesine,"
TQuAD Dataset,Anne tarafından nereye mensuptur ?,Trabzon’un Kadıoğulları ailesine
TQuAD Dataset,İlk ve orta öğrenimini nerelerde görmüştür ?,"Kadıköyü’ndeki Fransız ve Alman Mektebi, Süveyş’teki Fransız Mektebi, Kasımpaşa’daki Cezayirli Gazi Hasan Paşa, Haydarpaşa Osmanlı İttihad mektebleri ile Kadıköy ve İstanbul SultaniTerinde"
TQuAD Dataset,Askeri Tıbbiye’ye ne zaman girmiştir ?,1922 yılında 
TQuAD Dataset,Askeri Tıbbıye'den ne zaman çıkarılmıştır ?,4 Mart 1925
TQuAD Dataset,Askeri Tıbbıye'den çıkarıldıktan sonra ne yapmıştır ?,"Kabataş Lisesi’nde üç ay muallim muavinliği, Mahmud Şevket Paşa vapurunda bir süre katip muavinliği yaptı."
TQuAD Dataset,Ne zaman askere alınmıştır ?,Darülfünün Edebiyat Şubesi ve Yüksek Muallim Mektebi’ne girdikten bir hafta sonra
TQuAD Dataset,Edebiyat fakültesini ne zaman bitirmiştir ?,1930 yılında 
TQuAD Dataset,Edebiyat fakültesini nasıl bitirmiştir ?,Bilahare 
TQuAD Dataset,Aylık Atsız mecmua’yı hangi tarihler arasında çıkarmıştır ?,15 Mayıs 1931 ve  25 Eylül 1932 tarihleri arasında 
TQuAD Dataset,Malatya Ortaokulu Türkçe öğretmenliğine neden sürüldü ?,Prof. Zeki Validi’ye hakaret eden Reşit Galib’e hocasını müdafaa eden bir telgraf çekince 
TQuAD Dataset, Malatya Ortaokulu Türkçe öğretmenliğine  ne zaman sürüldü ?,13 Mart 1933 tarihinde
TQuAD Dataset,Edirne Lisesi edebiyat öğretmenliğine ne zaman getirildi ?,1933 yılının Eylül ayında 
TQuAD Dataset,aylık Orhun dergisini hangi tarihler arasında yayımladı ?,5 Kasım 1933 ve 16 Temmuz 1934 tarihleri arasında  
TQuAD Dataset,Vekalet emrine neden alındı ?,Tarih Kurumu’nun liseler için hazırladığı tarih kitaplarını tenkit ettiğinden
TQuAD Dataset,Vekalet emrine ne zaman alındı ?,28 Aralık 1933 tarihinde 
TQuAD Dataset,9 Eylül 1934 ile 1 Temmuz 1938 tarihleri arasında Deniz Gedikli Ortaokulu’nda ve özel Yüce Ülkü Lisesi’nde ne yapmıştır ?,edebiyat öğretmenliği
TQuAD Dataset,özel Boğaziçi Lisesi’ne ne zaman geçmiştir ?,19 Eylül 1939 da 
TQuAD Dataset,Orhun’u yeniden çıkarmağa ne zaman başladı ?,1 Ekim 1943 te 
TQuAD Dataset,Orhun’da Başvekil Şükrü Saracoğlu’na ne zaman mektup yazmıştır ?,1944 Martında ve Nisanında 
TQuAD Dataset,Orhun’da Başvekil Şükrü Saracoğlu’na kaç tane mektup yazmıştır ?,iki
TQuAD Dataset,Orhun’da Başvekil Şükrü Saracoğlu’na yazdığı mektuplarda ne yazmıştır ?,Maarife sızmış komünist faaliyetlere dikkati çekti.
TQuAD Dataset,özel Boğaziçi Lisesinde öğretmenlikten ne zaman  alınmıştır ?,1944 yılında
TQuAD Dataset,Kim tarafından aleyhinde dava açılmıştır ?,Açık mektupta vatan haini dediği Sabahattin Ali tarafından 
TQuAD Dataset,Aleyhinde açılan Dava ne zaman başlamıştır ? ,26 Nisanda
TQuAD Dataset,Aleyhinde açılan Dava nerede başlamıştır ? ,Ankara’da
TQuAD Dataset,Aleyhinde açılan Dava ne zaman devam etmiştir ? ,3 Mayısta
TQuAD Dataset,3 Mayısta duruşmaya sokulmayan gençler nerede  heyecanlı bir nümayiş yaptılar ?,Ankara’da
TQuAD Dataset,Kim Ankara’da heyecanlı bir nümayiş yaptı ?,O gün duruşmaya sokulmayan gençler 
TQuAD Dataset,Ankarada yapılan yürüyüşü  Idareciler ne olarak kabul etmiştir ?,darbe-i hükümet teşebbüsü 
TQuAD Dataset,Atsız’ın mahkemesi ne zaman bitmiştir ?,9 Mayısta
TQuAD Dataset,Türkçüler çeşitli cezalara ne zaman çarptırıldı ?,20 Mart 1945 
TQuAD Dataset,Atsız’ın kaç yıllık cezası Temyiz tarafından bozuldu ?,"6,5 "
TQuAD Dataset,"Atsız’ın 6,5 yıllık cezası kim tarafından bozuldu ?",Temyiz
TQuAD Dataset,Atsız Süleymaniye Kütüphanesi’nde ne zaman vazifelendirildi ?,2 Temmuz 1949 da 
TQuAD Dataset,ne zaman Haydarpaşa Lisesi edebiyat öğretmeni  olmuştur ?,21 Eylül 1950 de 
TQuAD Dataset, 21 Eylül 1950 de Haydarpaşa Lisesi'nde ne olmuştur ?,edebiyat öğretmeni
TQuAD Dataset,Haydarpaşa Lisesi'ndeyken neden öğretmenlikten alınmıştır ?,Türkiyenin kuruluşu konferansı üzerine 
TQuAD Dataset,Haydarpaşa Lisesi'ndeyken ne zaman tekrar öğretmenlikten alınmıştır ?,1952 Mayısında 
TQuAD Dataset,Türkiyenin kuruluşu konferansı üzerine öğretmenlikten alındıktan sonra nerede görevlendirilmiştir ?,tekrar Süleymaniye Kütüphanesi’ne verildi
TQuAD Dataset,Süleymaniye Kütüphanesi’nde ne kadar çalışmıştır ?,On yedi yıl
TQuAD Dataset,Ne zaman emekli olmuştur ?,1 Nisan 1969 da
TQuAD Dataset, Ötüken dergisini ne zaman çıkarmaya başlamıştır ?,1 Ocak 1964 te 
TQuAD Dataset,Ötüken’in hangi sayılarında  Doğu Anadolu’daki bölücülük ve Kürtçülük hareketleri ile ilgili yazılar yazmıştır ?,1967 Nisan - Temmuz sayılarında 
TQuAD Dataset,Ötüken’in 1967 Nisan - Temmuz sayılarında ne ile ilgili yazılar yazmıştır ?,Doğu Anadolu’daki bölücülük ve Kürtçülük hareketleri ile ilgili
TQuAD Dataset,Doğu Anadolu’daki bölücülük ve Kürtçülük hareketleri ile ilgili yazılar yüzünden ne kadar hapis cezası almıştır ?,15 ay
TQuAD Dataset,Cumhurbaşkanı Atsız’ı ne zaman affetmiştir ?,21.1.1974 te
TQuAD Dataset,Atsızın kaç çocuğu vardır ?,İki oğlu
TQuAD Dataset,Atsız hangi yabancı dilleri bilirdi ?,"Farsça, Arapça ve Fransızca"
TQuAD Dataset,"Atsız, fikir adamlığı yanında daha başka neleri ile de tanınmaktadır ?","tarih, edebiyat tarihi araştırmaları, tarihi romanları ve şiirleriyle "
TQuAD Dataset, Atsız'ın hangi yıldan beri çeşitli gazete ve dergilerde yazıları yayımlanmıştır ? ,1930 
TQuAD Dataset, Türk ülküsünde toplanan makalelerinde ne unsuru kuvvetlidir ?,vuzuh unsuru 
TQuAD Dataset,Şiirlerinin ne kadar kısmında aşk ve yalnızlık konuları yer alır ?,çok az
TQuAD Dataset, Şiirlerinin çok az bir kısmında hangi konular yer alır ?, aşk ve yalnızlık 
TQuAD Dataset,Atsız ilk şiirlerinde hangi vezni kullanmıştır ?,"hece,"
TQuAD Dataset,Atsız sonraki şiirlerinde hangi vezni kullanıştır ?,daha çok arüz 
TQuAD Dataset,Fatih Sultan Mehmed kimdir?,Şair ve padişahdır.
TQuAD Dataset,Fatih Sultan Mehmed nerede doğmuştur?,Edirne'de
TQuAD Dataset,Fatih Sultan Mehmed ne zaman doğmuştur?,30 Mart 1431
TQuAD Dataset,Fatih Sultan Mehmed nerede ölmüştür?,Gebze'de
TQuAD Dataset,Fatih Sultan Mehmed ne zaman ölmüştür?,3 mayıs 1481
TQuAD Dataset,Fatih Sultan Mehmed'in babası kimdir?,Sultan II. Murad
TQuAD Dataset,Fatih Sultan Mehmed'in kaçıncı padişahtır?,yedinci
TQuAD Dataset,Kaç yılında  Manisa’ya vali olarak tayin edildi?,1443
TQuAD Dataset,Küçük yaşta nereye vali olarak tayin edilmiştir?,Manisa’ya
TQuAD Dataset,1443 yılında Küçük yaşta Manisaya ne olarak tayin edilmiştir?,vali
TQuAD Dataset,Fatih Sultan Mehmed'in babası ne zaman ölmüştür?,1451
TQuAD Dataset,Fatih Sultan Mehmed kaç yıllık saltanat sürmüştür?,30 yıllık 
TQuAD Dataset,30 yıllık saltanatında neler yapmıştır?,"devletin topraklarını genişletti, Anadolu’nun siyasi birliğini kurmaya çalıştı."
TQuAD Dataset,İstanbulu ne zaman fethetmiştir?,1453 yılında
TQuAD Dataset,Arap ve İran edebiyatına aşinalığı nasıl anlaşılmaktadır?,çevresinde topladığı ilim ve edebiyat üstadlarıyla yaptığı sohbet ve münaşakalardan 
TQuAD Dataset,Fatih şiirlerinde nelere dikkat etmiştir?,"misraların dış güzelliğine, sağlamlığına, mazmun ve mefhumların yerinde kullanılmasına"
TQuAD Dataset,Nasıl bir uslübu vardır?,süslü
TQuAD Dataset,Şiir ve inşa’dan maksad vasf-ı nedir?,dilberdir.
TQuAD Dataset,Avni’nin divanı ile ilgili ilk çalışmayı kim yapmıştır?,Alman Georg Jacob
TQuAD Dataset,Alman Georg Jacob Osmanlı şüara tezkirelerinden derlediği 21 şiiri hangi isimle yayımlamıştır?,Der Divan Sultan Mehmeds des Zweiten des Eroberers von Konstantinople
TQuAD Dataset,Alman Georg Jacob Der Divan Sultan Mehmeds des Zweiten des Eroberers von Konstantinople isimli eseri nerede yayımlamıştır?,Berlin'de
TQuAD Dataset,Alman Georg Jacob Der Divan Sultan Mehmeds des Zweiten des Eroberers von Konstantinople isimli eseri ne zaman yayımlamıştır?,1904 yılında
TQuAD Dataset," İsmail Hikmet Ertaylan’ın öncülüğünde Ali Emiri’nin bulduğu divandan seçilmiş 60 şiir, yaşayan usta hattat ve müzehhiplere neden yazdırıldı?",İstanbulun Fethi’nin 500. yıldönümü münasebetiyle
TQuAD Dataset,Hüseyin AYAN kimdir?,Öğretim üyesidir.
TQuAD Dataset,Ne zaman doğmuştur?,1927 yılında
TQuAD Dataset,İlkokulu nerede okumuştur?,"Akdere köyünde,"
TQuAD Dataset,Ortayı nerede okumuştur,"Şumnu Medresetü’l-aliyesi’nde,"
TQuAD Dataset,Liseyi nerede okumuştur?,Medresetü’n  Nüvvab’ta okudu.
TQuAD Dataset,Nerede öğretmenlik yaptı?,İki yıl ilkokul ve bir yıl Akdere Rüşdiyesi’nde öğretmenlik yaptı.
TQuAD Dataset,Öğrencilik yılları hangi yıllara rastlar?,1944-1950’li
TQuAD Dataset,"Neden sorguya çekildi, tutuklandı",Türk aydınlarının sindirilmesi cümlesinden  
TQuAD Dataset,Ne zaman serbest bırakıldı,Dört yıl mahkemeden sonra
TQuAD Dataset,Ne zaman Anavatan’a göçetmesine izin verildi,1951 yılında
TQuAD Dataset,Nereye göçetmesine izin verildi?,Anavatan’a
TQuAD Dataset,Türkiye’ye göç ettikten sonra nerede çalıştı.,Toprak ve İskan Genel Müdürlüğü teşkilatında
TQuAD Dataset,Ne zaman Toprak ve İskan Genel Müdürlüğü teşkilatında çalıştı?,Türkiye’ye göç ettikten sonra
TQuAD Dataset, Ankara Hukuk Fakültesi’ne hangi tarihler arasında devam etti.,1956-1957
TQuAD Dataset, Erzurum Edebiyat Fakültesi Türk Dili ve Edebiyatı Bölümü’ne ne zaman kaydoldu,Memur olarak bulunduğu sırada
TQuAD Dataset, Erzurum Edebiyat Fakültesi Türk Dili ve Edebiyatı Bölümünden ne zaman mezun oldu,1963 yılında
TQuAD Dataset, Eski Türk Edebiyatı asistanı ne zaman oldu?,1964 yılında
TQuAD Dataset, doçent ne zaman oldu,1976 yılında
TQuAD Dataset,Memur olarak bulunduğu sırada  hangi bölüme kaydoldu,Erzurum Edebiyat Fakültesi Türk Dili ve Edebiyatı 
TQuAD Dataset,Hangi yıllar arasında Üniversite Kütüphanesi’nin Seyfettin Özege bölümünün kataloğunun yapılmasında görev aldı,1961-1963
TQuAD Dataset,Seyfettin Özege bölümü nerede bulunur?,Üniversite Kütüphanesi’nin
TQuAD Dataset, 1961-1963 yılları arasında öğrenciliği sırasında aldığı görev nedir?,Üniversite Kütüphanesi’nin Seyfettin Özege bölümünün kataloğunun yapılması
TQuAD Dataset,Şevket Süreyya AYDEMİR kimdir?,yazardır.
TQuAD Dataset,Nerede doğmuştur?,Edirne’de
TQuAD Dataset,Kaç yılında doğmuştur?,1897 yılında
TQuAD Dataset,Nerede vefat etmiştir?,Ankara’da
TQuAD Dataset,Kaç yılında vefat etmiştir?,1976 yılında  
TQuAD Dataset,Öğrenimini nerede yapmıştır?,Edirne’de
TQuAD Dataset,Hangi okulu bitirmiştir?,Öğretmen okulunu
TQuAD Dataset,Şark Üniversitesi’nin İktisat ve Sosyal İlimler bölümünden ne zaman mezun oldu,1923 yılında   
TQuAD Dataset,Hangi üniversitenin İktisat ve Sosyal İlimler bölümünden mezun oldu,Şark Üniversitesi’nin
TQuAD Dataset,1923 yılında Şark Üniversitesi’nin hangi bölümünden mezun oldu ,İktisat ve Sosyal İlimler bölümünden
TQuAD Dataset,Şark Üniversitesi nerededir,Moskova’da
TQuAD Dataset,Ne zaman  mahkum oldu,Yurda dönünce
TQuAD Dataset,Devlet hizmetine ne zaman girdi,Affedildikten sonra
TQuAD Dataset,Ankara Ticaret Lisesi Müdürlüğü’nü hangi yıllar arasında yaptı,1928-1937 yılları arasında  
TQuAD Dataset,1928-1937 yılları arasında  görevi neydi,"Ankara Ticaret Lisesi Müdürlüğü,"
TQuAD Dataset,Ankara İktisat Müdürlüğü’nü hangi yıllar arasında yaptı ,1937-1939 yılları arasında
TQuAD Dataset,İktisat Vekaleti Sanayi Tetkik Heyeti başkanlığı’nı hangi yıllar arasında yaptı,1939-1947
TQuAD Dataset,1939-1947 yılları arasında görevi neydi,İktisat Vekaleti Sanayi Tetkik Heyeti başkanlığı
TQuAD Dataset,Başbakanlık Umumi Murakabe Heyeti üyeliği’ni  hangi yıllar arasında yaptı,1947-1951
TQuAD Dataset,1947-1951 yılları arasında görevi neydi,Başbakanlık Umumi Murakabe Heyeti üyeliği
TQuAD Dataset,Emekliliğinden sonra ne yaptı ,çiftçilik ve yazarlıkla uğraştı
TQuAD Dataset,çiftçilik ve yazarlıkla ne zaman uğraştı,Emekliliğinden sonra
TQuAD Dataset," Aydemir, fikir serüvenine ne ile başlamıştır?",Turancı olarak
TQuAD Dataset,"Aydemir, fikir serüvenini bir süre ne olarak sürdürmüştür",Marksist olarak
TQuAD Dataset,"Aydemir, fikir serüvenini ne olarak tamamladı",Kemalist olarak
TQuAD Dataset,Turancı olarak başladığı fikir serüvenini bir süre Marksist olarak sürdürdükten sonra Kemalist olarak tamamlayan kimdir?,Aydemir
TQuAD Dataset,Kadro dergisini hangi tarihler arasında yayımladı,1932-1935 yılları arasında
TQuAD Dataset,1932-1935 yılları arasında yayımladığı derginin adı nedir,Kadro
TQuAD Dataset,1932-1935 yılları arasında yayımladığı Kadro dergisi ile ne yapmaya çalıştı,Kemalizmi sistemli bir ideoloji haline getirmeye
TQuAD Dataset,Edip AYEL kimdir?,şairdir.
TQuAD Dataset,Kaç yılında doğmuştur?,1894’te
TQuAD Dataset,Nerede doğmuştur,İstanbul’da
TQuAD Dataset,: Kaç yılında vefat etmiştir,1957’de
TQuAD Dataset,Nerede vefat etmiştir,İstanbul’da
TQuAD Dataset,Hangi yılda Paris Yüksek Ziraat Mektebi’nde okudu,1914 yılında
TQuAD Dataset,Ne kadar süre İstanbul liselerinde Fransızca öğretmenliği yaptı,Uzun yıllar
TQuAD Dataset,Uzun yıllar nerede Fransızca öğretmenliği yaptı,İstanbul liselerinde
TQuAD Dataset,İstanbul liselerindeki görevi neydi,Fransızca öğretmenliği
TQuAD Dataset,Uzun yıllar İstanbul liselerinde Fransızca öğretmenliği yaptıktan sonra ne yaptı,görevden emekli oldu
TQuAD Dataset,Şiirlerini hangi dilde yazdı,Türkçe ve Fransızca
TQuAD Dataset,Hangi yılda Fransada yapılan bir şiir yarışmasında birinci oldu,1938 yılında
TQuAD Dataset,1938 yılında nerede yapılan bir şiir yarışmasında birinci oldu,Fransada
TQuAD Dataset,1938 yılında Fransada yapılan ne yarışmasında birinci oldu,şiir
TQuAD Dataset,Hangi şiirlerini 1941 den sonra Çınaraltı dergisinde yayımladı,Klasik nazım şekilleri ile yazdığı
TQuAD Dataset,Klasik nazım şekilleri ile yazdığı şiirlerini ne zaman Çınaraltı dergisinde yayımladı,1941 den sonra
TQuAD Dataset,Klasik nazım şekilleri ile yazdığı şiirlerini 1941 den sonra yayımaldığı derginin adı nedir?,Çınaraltı
TQuAD Dataset,Klasik nazım şekilleri ile yazdığı şiirlerini 1941 den sonra ne yaptı,Çınaraltı dergisinde yayımladı
TQuAD Dataset,Şairin nasıl bir dili vardır,duru 
TQuAD Dataset, Hangi nazım şekillerini şiirimizde kullanmayı da denemiştir,Batı
TQuAD Dataset,Cengiz AYTMATOV kimdir,kırgız romancısıdır.
TQuAD Dataset,Hangi yılda doğmuştur,1928 yılında  
TQuAD Dataset,Nerede doğmuştur,Kırgızistan’ın Şeker köyünde
TQuAD Dataset,İlk öğrenimine nerede  başladı,köy okulunda
TQuAD Dataset,Ne zaman köyün Sovyetine katip oldu,II. Dünya Savaşı sırasında
TQuAD Dataset,Neden köyün Sovyetine katip oldu,II. Dünya Savaşı sırasında köyünde erkek nüfusun azalmasından dolayı
TQuAD Dataset,II. Dünya Savaşı sırasında köyünde erkek nüfusun azalmasından dolayı nereye katip oldu,köyün Sovyetine
TQuAD Dataset,Hangi yılda  Cumbul’da baytar okuluna başladı,1946 yılında
TQuAD Dataset,1946 yılında nerede baytar okuluna başladı,Cumbul’da 
TQuAD Dataset,1946 yılında Cumbul’da ne okuluna başladı,baytar
TQuAD Dataset,Hangi yılda Kırgızistan Tarım Enstitüsü’nden mezun oldu,1953 yılında 
TQuAD Dataset,1953 yılında nereden mezun oldu ,Kırgızistan Tarım Enstitüsü’nden
TQuAD Dataset,Yazarın eserleri ne zaman yayımlanmaya başladı,1952 yılından itibaren 
TQuAD Dataset,Bir müddet nerede  staj gördü,Moskova’da Gorki Enstitüsü’nde
TQuAD Dataset,Moskova’da Gorki Enstitüsü’nde ne kadar staj gördü,Bir müddet 
TQuAD Dataset,Gorki Enstitüsü nerede ,Moskova’da
TQuAD Dataset,Ne zaman Sovyet yazarları birliğine üye kabul edildi,1957 yılında
TQuAD Dataset,1957 yılında nereye  üye kabul edildi,Sovyet yazarları birliğine
TQuAD Dataset,Ne zaman Lenin ödülünü aldı,1963’te
TQuAD Dataset,1963’te aldığı ödülün  adı nedir,Lenin
TQuAD Dataset,"Aytmatov, hangi üniversitenin  Edebiyat Fakültesini bitirmiştir ",Moskova Üniversitesi
TQuAD Dataset,"Aytmatov, Moskova Üniversitesi’nin hangi fakültesini bitirmiştir",Edebiyat 
TQuAD Dataset,Aytmatov eserlerinde ne anlatır,Kırgızların köy hayatını
TQuAD Dataset,Eserlerinde Kırgızların köy hayatını anlatan kimdir,Aytmatov
TQuAD Dataset,ilham kaynaklarından en önde geleni nedir ,"Kırgız destanları, özellikle Manas destanı"
TQuAD Dataset,Rus ve Kırgız dillerinde kaleme alınmış olan eserlerinin ortak konuları nedir, savaş ve aşktır
TQuAD Dataset,Ne zaman  yurdumuzu ziyaret etmiştir.,1975 yılının Ağustos ayında
TQuAD Dataset,Adnan Ataman hangi tarihte profesör olmuştur?,1955
TQuAD Dataset,Adnan Ataman nerede doğmuştur?,İstanbul
TQuAD Dataset,Adnan Ataman ilk öğretiminde hangi şehirlerde bulunmuştur?,"Erzurum, İstanbul ve Ankara"
TQuAD Dataset,Adnan Ataman hangi üniversite tarafından ABD'ye gönderilmiştir?,İTÜ
TQuAD Dataset,Adnan Ataman  nerede dekanlık yapmıştır?,İTÜ Elektrik Elektronik Fakültesi Dekanlığı
TQuAD Dataset,Adnan Ataman nerede lise okumuştur?,Ankara Erkek Lisesi
TQuAD Dataset,Adnan Ataman hangi üniversitede doktorasını almıştır?,Illinois Üniversitesi
TQuAD Dataset,Adnan Ataman hangi tarihte doktorasını almıştır?,Haziran 1950
TQuAD Dataset,Türkiye'de ilk televizyon yayınları kim tarafından başlatılmıştır?,Adnan Ataman
TQuAD Dataset,Adnan Ataman  hangi yılda Yüksek Mühendis Mektebi'ne girmiştir?,1935
TQuAD Dataset,Adnan Ataman  doktora için nereye gönderilmiştir?,ABD
TQuAD Dataset,Adnan Ataman hangi tarihler arasında İTÜ Elektrik Elektronik Fakültesi Dekanlığı yapmıştır?,1968-1970
TQuAD Dataset,Adnan Ataman hangi yılda Elektrik Muharebe Bölümü'nden mezun olmuştur?,1941
TQuAD Dataset,Adnan Ataman hangi okulda asistan olarak çalışmıştır?,Yüksek Mühendis Mektebi
TQuAD Dataset,Ali Mukbil Gökdoğan hangi yılda doğmuştur?,1909
TQuAD Dataset,Ali Mukbil Gökdoğan bitirdiği mühendislik okulunun adı nedir?,İstanbul Yüksek Mühendislik Okulu
TQuAD Dataset,Ali Mukbil Gökdoğan'ı yurt dışına kim göndermiştir?,Atatürk
TQuAD Dataset,Ali Mukbil Gökdoğan yurt dışında hangi şehre gönderilmiştir?,Stutgart
TQuAD Dataset,Ali Mukbil Gökdoğan'ın yurt dışında gönderildiği okulun ismi nedir?,Stutgart Yüksek Mühendislik Okulu
TQuAD Dataset,Ali Mukbil Gökdoğan doktorasını nerede almıştır?,Stutgart Yüksek Mühendislik Okulu
TQuAD Dataset,Ali Mukbil Gökdoğan hangi tarihler arasında Kurucu Meclis Bakanlar Kurulu Üyeliği yapmıştır?,6 Ocak 1961 - 25 Ekim 1961
TQuAD Dataset,Ali Mukbil Gökdoğan hangi bakanlığın başında görev yapmıştır?,Bayındırlık Bakanlığı
TQuAD Dataset,Ali Mukbil Gökdoğan Mühendislik Mektebi'nde hangi unvan altında çalışmıştır?,Müderris Muavinliği
TQuAD Dataset,Ali Mukbil Gökdoğan'ın dekanlık yaptığı üniversitenin ismi nedir?,İTÜ
TQuAD Dataset,Ali Mukbil Gökdoğan'ın çocukları kimdir?,Prof. Dr. Gönül Gökdoğan ve Prof. Dr. Ömer Can Gökdoğan
TQuAD Dataset,Câbir bin Hayyan hangi ülkede doğmuştur?,İran
TQuAD Dataset,Câbir bin Hayyan'ın batıdaki ismi nedir?,Geber
TQuAD Dataset,Cabir bin Hayyan'ın alimlik yaptığı alan nedir?,Simya
TQuAD Dataset,Câbir bin Hayyan hangi ülkeden Kûfe'ye göç etmiştir?,İran
TQuAD Dataset,Câbir bin Hayyan Simya alanında nereye büyük oranda  etki etmiştir?,Orta Çağ Avrupası
TQuAD Dataset,Câbir bin Hayyan neyin esasını oluşturmuştur?,Kimya'nın
TQuAD Dataset,Câbir bin Hayyan'ın öğretmeni kimdir?,İmâm Câʿfer-i Sâdık
TQuAD Dataset,Câbir bin Hayyan kimin öğrencisidir?,İmâm Câʿfer-i Sâdık
TQuAD Dataset,Câbir bin Hayyan nerede doğmuştur?,Horasan
TQuAD Dataset,Câbir bin Hayyan nerde okumuştur?,Yemen
TQuAD Dataset,Câbir bin Hayyan Yemen'de okuduktan sonra nereye gitmiştir?,Kufe'ye
TQuAD Dataset,Câbir bin Hayyan Kufe'de hangi unvanla hizmet etmiştir?,saray alimi
